mjd, bright, cum_bright, dark, cum_dark, twilight, cum_twilight
60126.0, 7.64, 2121.63, 0.76, 2307.49, 1.40, 415.60
60127.0, 8.40, 2130.04, 0.00, 2307.49, 1.40, 417.00
60128.0, 8.41, 2138.45, 0.00, 2307.49, 1.40, 418.40
60129.0, 8.42, 2146.87, 0.00, 2307.49, 1.39, 419.79
60175.0, 1.21, 2148.08, 8.33, 2315.82, 1.21, 421.00
60176.0, 1.21, 2149.29, 8.36, 2324.18, 1.21, 422.21
60177.0, 1.20, 2150.50, 8.40, 2332.58, 1.20, 423.42
60178.0, 1.20, 2151.70, 8.44, 2341.02, 1.20, 424.62
60179.0, 3.32, 2155.02, 6.35, 2347.37, 1.20, 425.81
60180.0, 3.94, 2158.96, 5.77, 2353.13, 1.19, 427.01
60181.0, 4.68, 2163.63, 5.06, 2358.20, 1.19, 428.20
60182.0, 5.57, 2169.20, 4.20, 2362.40, 1.19, 429.38
60183.0, 6.64, 2175.84, 3.17, 2365.56, 1.18, 430.57
60184.0, 7.85, 2183.69, 1.99, 2367.56, 1.18, 431.75
60185.0, 9.13, 2192.82, 0.75, 2368.30, 1.18, 432.92
60186.0, 9.91, 2202.72, 0.00, 2368.30, 1.17, 434.10
60188.0, 9.97, 2212.70, 0.00, 2368.30, 1.17, 435.26
60189.0, 10.01, 2222.71, 0.00, 2368.30, 1.16, 436.43
60190.0, 9.35, 2232.05, 0.70, 2369.00, 1.16, 437.59
60191.0, 8.82, 2240.88, 1.26, 2370.25, 1.16, 438.75
60192.0, 8.25, 2249.12, 1.86, 2372.12, 1.16, 439.90
60193.0, 7.61, 2256.73, 2.54, 2374.65, 1.15, 441.05
60194.0, 6.88, 2263.61, 3.30, 2377.95, 1.15, 442.20
60195.0, 6.07, 2269.68, 4.15, 2382.10, 1.15, 443.35
60196.0, 1.15, 2270.83, 9.10, 2391.20, 1.15, 444.50
60197.0, 1.14, 2271.97, 9.14, 2400.34, 1.14, 445.64
60198.0, 1.14, 2273.11, 9.18, 2409.52, 1.14, 446.78
60199.0, 1.14, 2274.25, 9.21, 2418.73, 1.14, 447.92
60200.0, 1.14, 2275.38, 9.25, 2427.98, 1.14, 449.05
60201.0, 1.13, 2276.52, 9.29, 2437.27, 1.13, 450.19
60202.0, 1.13, 2277.65, 9.32, 2446.59, 1.13, 451.32
60203.0, 1.13, 2278.78, 9.36, 2455.95, 1.13, 452.45
60204.0, 1.13, 2279.91, 9.39, 2465.34, 1.13, 453.58
60205.0, 1.13, 2281.04, 9.43, 2474.77, 1.13, 454.71
60206.0, 1.13, 2282.16, 9.47, 2484.24, 1.13, 455.83
60207.0, 1.12, 2283.29, 9.50, 2493.74, 1.12, 456.96
60208.0, 1.12, 2284.41, 9.54, 2503.28, 1.12, 458.08
60209.0, 3.37, 2287.78, 6.68, 2509.96, 0.48, 458.56
60210.0, 4.35, 2292.13, 5.74, 2515.69, 0.48, 459.04
60211.0, 5.47, 2297.60, 4.65, 2520.35, 0.48, 459.52
60212.0, 6.69, 2304.29, 3.47, 2523.82, 0.48, 460.00
60213.0, 7.94, 2312.23, 2.25, 2526.07, 0.48, 460.48
60214.0, 9.19, 2321.42, 1.04, 2527.10, 0.48, 460.96
60215.0, 10.26, 2331.68, 0.00, 2527.10, 0.48, 461.44
60216.0, 10.29, 2341.97, 0.00, 2527.10, 0.48, 461.92
60218.0, 10.36, 2352.34, 0.00, 2527.10, 0.48, 462.40
60219.0, 10.39, 2362.73, 0.00, 2527.10, 0.48, 462.88
60220.0, 9.37, 2372.09, 1.06, 2528.17, 0.48, 463.35
60221.0, 8.66, 2380.75, 1.80, 2529.97, 0.48, 463.83
60222.0, 7.86, 2388.61, 2.64, 2532.61, 0.48, 464.31
60223.0, 6.97, 2395.58, 3.55, 2536.16, 0.48, 464.78
60224.0, 6.03, 2401.61, 4.53, 2540.69, 0.48, 465.26
60225.0, 0.48, 2402.08, 10.12, 2550.81, 0.48, 465.73
60226.0, 0.48, 2402.56, 10.15, 2560.95, 0.48, 466.21
60227.0, 0.48, 2403.04, 10.18, 2571.13, 0.48, 466.68
60228.0, 0.48, 2403.51, 10.21, 2581.35, 0.48, 467.16
60229.0, 0.48, 2403.99, 10.24, 2591.59, 0.48, 467.64
60230.0, 0.48, 2404.46, 10.28, 2601.86, 0.48, 468.11
60231.0, 0.48, 2404.94, 10.31, 2612.17, 0.48, 468.59
60232.0, 0.48, 2405.42, 10.34, 2622.51, 0.48, 469.06
60233.0, 0.48, 2405.89, 10.37, 2632.88, 0.48, 469.54
60234.0, 0.48, 2406.37, 10.40, 2643.28, 0.48, 470.02
60235.0, 0.48, 2406.84, 10.43, 2653.71, 0.48, 470.49
60236.0, 0.48, 2407.32, 10.46, 2664.17, 0.48, 470.97
60237.0, 0.48, 2407.80, 10.49, 2674.66, 0.48, 471.45
60238.0, 3.87, 2411.66, 7.13, 2681.79, 0.48, 471.92
60239.0, 5.02, 2416.69, 6.00, 2687.79, 0.48, 472.40
60240.0, 6.22, 2422.91, 4.83, 2692.62, 0.48, 472.88
60241.0, 7.43, 2430.34, 3.66, 2696.28, 0.48, 473.35
60242.0, 8.61, 2438.95, 2.50, 2698.78, 0.48, 473.83
60243.0, 9.78, 2448.72, 1.37, 2700.15, 0.48, 474.31
60244.0, 11.17, 2459.89, 0.00, 2700.15, 0.48, 474.79
60245.0, 11.20, 2471.09, 0.00, 2700.15, 0.48, 475.27
60247.0, 11.25, 2482.35, 0.00, 2700.15, 0.48, 475.75
60248.0, 11.28, 2493.63, 0.00, 2700.15, 0.48, 476.23
60249.0, 10.37, 2504.00, 0.94, 2701.09, 0.48, 476.71
60250.0, 9.50, 2513.50, 1.83, 2702.92, 0.48, 477.19
60251.0, 8.56, 2522.07, 2.80, 2705.71, 0.48, 477.68
60252.0, 7.59, 2529.66, 3.80, 2709.51, 0.48, 478.16
60253.0, 6.62, 2536.28, 4.80, 2714.31, 0.48, 478.64
60254.0, 5.66, 2541.94, 5.78, 2720.08, 0.48, 479.12
60255.0, 0.48, 2542.42, 10.98, 2731.06, 0.48, 479.61
60256.0, 0.48, 2542.91, 11.00, 2742.06, 0.48, 480.09
60257.0, 0.49, 2543.39, 11.03, 2753.09, 0.49, 480.58
60258.0, 0.49, 2543.88, 11.05, 2764.14, 0.49, 481.07
60259.0, 0.49, 2544.37, 11.07, 2775.21, 0.49, 481.55
60260.0, 0.49, 2544.85, 11.10, 2786.31, 0.49, 482.04
60261.0, 0.49, 2545.34, 11.12, 2797.43, 0.49, 482.53
60262.0, 0.49, 2545.83, 11.14, 2808.56, 0.49, 483.02
60263.0, 0.49, 2546.32, 11.16, 2819.72, 0.49, 483.51
60264.0, 0.49, 2546.81, 11.18, 2830.91, 0.49, 484.00
60265.0, 0.49, 2547.30, 11.20, 2842.11, 0.49, 484.49
60266.0, 0.49, 2547.79, 11.22, 2853.33, 0.49, 484.98
60267.0, 0.49, 2548.28, 11.24, 2864.57, 0.49, 485.47
60268.0, 5.59, 2553.87, 6.16, 2870.73, 0.49, 485.96
60269.0, 6.74, 2560.61, 5.03, 2875.77, 0.49, 486.45
60270.0, 7.86, 2568.47, 3.93, 2879.69, 0.49, 486.95
60271.0, 8.97, 2577.44, 2.84, 2882.53, 0.49, 487.44
60272.0, 10.08, 2587.52, 1.74, 2884.27, 0.49, 487.94
60273.0, 11.21, 2598.73, 0.63, 2884.90, 0.50, 488.43
60274.0, 11.86, 2610.59, 0.00, 2884.90, 0.50, 488.93
60275.0, 11.87, 2622.47, 0.00, 2884.90, 0.50, 489.42
60276.0, 11.89, 2634.36, 0.00, 2884.90, 0.50, 489.92
60278.0, 11.17, 2645.53, 0.75, 2885.65, 0.50, 490.42
60279.0, 10.19, 2655.72, 1.74, 2887.40, 0.50, 490.92
60280.0, 9.20, 2664.92, 2.75, 2890.14, 0.50, 491.42
60281.0, 8.23, 2673.14, 3.73, 2893.88, 0.50, 491.92
60282.0, 7.28, 2680.42, 4.69, 2898.57, 0.50, 492.42
60283.0, 6.36, 2686.79, 5.62, 2904.19, 0.50, 492.92
60284.0, 5.46, 2692.25, 6.53, 2910.72, 0.50, 493.42
60285.0, 0.50, 2692.75, 11.50, 2922.22, 0.50, 493.92
60286.0, 0.50, 2693.25, 11.51, 2933.73, 0.50, 494.42
60287.0, 0.50, 2693.75, 11.52, 2945.25, 0.50, 494.92
60288.0, 0.50, 2694.26, 11.53, 2956.78, 0.50, 495.43
60289.0, 0.50, 2694.76, 11.54, 2968.31, 0.50, 495.93
60290.0, 0.50, 2695.26, 11.54, 2979.85, 0.50, 496.43
60291.0, 0.50, 2695.77, 11.55, 2991.40, 0.50, 496.94
60292.0, 0.50, 2696.27, 11.55, 3002.96, 0.50, 497.44
60293.0, 0.50, 2696.77, 11.56, 3014.51, 0.50, 497.94
60294.0, 0.50, 2697.28, 11.56, 3026.08, 0.50, 498.45
60295.0, 0.50, 2697.78, 11.57, 3037.64, 0.50, 498.95
60296.0, 0.50, 2698.29, 11.57, 3049.21, 0.50, 499.46
60297.0, 5.71, 2704.00, 6.36, 3055.57, 0.50, 499.96
60298.0, 6.80, 2710.80, 5.27, 3060.84, 0.50, 500.47
60299.0, 7.88, 2718.69, 4.20, 3065.04, 0.50, 500.97
60300.0, 8.96, 2727.65, 3.11, 3068.15, 0.50, 501.48
60301.0, 10.06, 2737.71, 2.02, 3070.17, 0.50, 501.98
60302.0, 11.16, 2748.87, 0.91, 3071.08, 0.50, 502.48
60303.0, 12.07, 2760.95, 0.00, 3071.08, 0.50, 502.99
60304.0, 12.07, 2773.02, 0.00, 3071.08, 0.50, 503.49
60306.0, 12.06, 2785.08, 0.00, 3071.08, 0.50, 504.00
60307.0, 12.06, 2797.14, 0.00, 3071.08, 0.50, 504.50
60308.0, 10.68, 2807.83, 1.37, 3072.46, 0.50, 505.00
60309.0, 9.71, 2817.54, 2.34, 3074.79, 0.50, 505.51
60310.0, 8.78, 2826.32, 3.27, 3078.06, 0.50, 506.01
60311.0, 7.86, 2834.18, 4.17, 3082.23, 0.50, 506.51
60312.0, 6.96, 2841.15, 5.07, 3087.29, 0.50, 507.02
60313.0, 6.05, 2847.20, 5.97, 3093.26, 0.50, 507.52
60314.0, 5.11, 2852.30, 6.90, 3100.16, 0.50, 508.02
60315.0, 0.50, 2852.81, 11.50, 3111.66, 0.50, 508.52
60316.0, 0.50, 2853.31, 11.49, 3123.15, 0.50, 509.02
60317.0, 0.50, 2853.81, 11.48, 3134.63, 0.50, 509.52
60318.0, 0.50, 2854.31, 11.47, 3146.10, 0.50, 510.02
60319.0, 0.50, 2854.81, 11.46, 3157.55, 0.50, 510.52
60320.0, 0.50, 2855.31, 11.44, 3169.00, 0.50, 511.02
60321.0, 0.50, 2855.80, 11.43, 3180.43, 0.50, 511.52
60322.0, 0.50, 2856.30, 11.42, 3191.84, 0.50, 512.02
60323.0, 0.50, 2856.80, 11.40, 3203.25, 0.50, 512.52
60324.0, 0.50, 2857.30, 11.39, 3214.63, 0.50, 513.01
60325.0, 0.50, 2857.79, 11.37, 3226.01, 0.50, 513.51
60326.0, 5.45, 2863.24, 6.40, 3232.41, 0.50, 514.00
60327.0, 6.53, 2869.77, 5.30, 3237.71, 0.50, 514.50
60328.0, 7.62, 2877.39, 4.20, 3241.92, 0.49, 514.99
60329.0, 8.70, 2886.09, 3.10, 3245.01, 0.49, 515.49
60330.0, 9.77, 2895.86, 2.01, 3247.03, 0.49, 515.98
60331.0, 10.78, 2906.65, 0.98, 3248.01, 0.49, 516.47
60332.0, 11.74, 2918.39, 0.00, 3248.01, 0.49, 516.97
60333.0, 11.72, 2930.11, 0.00, 3248.01, 0.49, 517.46
60334.0, 11.70, 2941.82, 0.00, 3248.01, 0.49, 517.95
60336.0, 11.66, 2953.48, 0.00, 3248.01, 0.49, 518.44
60337.0, 10.87, 2964.35, 0.77, 3248.78, 0.49, 518.93
60338.0, 9.93, 2974.28, 1.68, 3250.46, 0.49, 519.42
60339.0, 9.02, 2983.30, 2.57, 3253.03, 0.49, 519.90
60340.0, 8.11, 2991.41, 3.46, 3256.50, 0.49, 520.39
60341.0, 7.18, 2998.59, 4.37, 3260.87, 0.49, 520.88
60342.0, 6.21, 3004.80, 5.31, 3266.18, 0.49, 521.36
60343.0, 5.20, 3010.00, 6.30, 3272.48, 0.49, 521.85
60344.0, 0.48, 3010.49, 10.99, 3283.47, 0.48, 522.33
60345.0, 0.48, 3010.97, 10.97, 3294.43, 0.48, 522.82
60346.0, 0.48, 3011.45, 10.94, 3305.37, 0.48, 523.30
60347.0, 0.48, 3011.94, 10.92, 3316.29, 0.48, 523.78
60348.0, 0.48, 3012.42, 10.89, 3327.18, 0.48, 524.26
60349.0, 0.48, 3012.90, 10.86, 3338.04, 0.48, 524.75
60350.0, 0.48, 3013.38, 10.84, 3348.88, 0.48, 525.23
60351.0, 0.48, 3013.86, 10.81, 3359.69, 0.48, 525.71
60352.0, 0.48, 3014.34, 10.78, 3370.48, 0.48, 526.19
60353.0, 0.48, 3014.82, 10.76, 3381.23, 0.48, 526.67
60354.0, 0.48, 3015.30, 10.73, 3391.96, 0.48, 527.15
60355.0, 0.48, 3015.78, 10.70, 3402.66, 0.48, 527.63
60356.0, 6.19, 3021.97, 4.97, 3407.63, 0.48, 528.11
60357.0, 7.28, 3029.24, 3.84, 3411.47, 0.48, 528.58
60358.0, 8.32, 3037.56, 2.78, 3414.25, 0.48, 529.06
60359.0, 9.26, 3046.83, 1.80, 3416.05, 0.48, 529.54
60360.0, 10.10, 3056.92, 0.94, 3416.99, 0.48, 530.02
60361.0, 11.00, 3067.93, 0.00, 3416.99, 0.48, 530.49
60362.0, 10.97, 3078.90, 0.00, 3416.99, 0.48, 530.97
60363.0, 10.94, 3089.84, 0.00, 3416.99, 0.48, 531.45
60364.0, 10.91, 3100.76, 0.00, 3416.99, 0.48, 531.92
60366.0, 10.85, 3111.61, 0.00, 3416.99, 0.48, 532.40
60367.0, 9.81, 3121.42, 1.00, 3417.99, 0.48, 532.88
60368.0, 8.88, 3130.31, 1.90, 3419.89, 0.48, 533.35
60369.0, 7.93, 3138.24, 2.83, 3422.72, 0.48, 533.83
60370.0, 6.94, 3145.17, 3.79, 3426.51, 0.48, 534.30
60371.0, 5.90, 3151.08, 4.79, 3431.30, 0.48, 534.78
60372.0, 4.83, 3155.91, 5.83, 3437.12, 0.48, 535.25
60373.0, 3.76, 3159.67, 6.87, 3443.99, 0.48, 535.73
60374.0, 0.48, 3160.14, 10.12, 3454.11, 0.48, 536.21
60375.0, 0.48, 3160.62, 10.08, 3464.19, 0.48, 536.68
60376.0, 0.48, 3161.10, 10.05, 3474.24, 0.48, 537.16
60377.0, 0.48, 3161.57, 10.02, 3484.26, 0.48, 537.64
60378.0, 0.48, 3162.05, 9.98, 3494.25, 0.48, 538.11
60379.0, 0.48, 3162.53, 9.95, 3504.20, 0.48, 538.59
60380.0, 0.48, 3163.00, 9.92, 3514.11, 0.48, 539.07
60381.0, 0.48, 3163.48, 9.88, 3524.00, 0.48, 539.54
60382.0, 0.48, 3163.96, 9.85, 3533.84, 0.48, 540.02
60383.0, 0.48, 3164.44, 9.81, 3543.66, 0.48, 540.50
60384.0, 0.48, 3164.92, 9.78, 3553.43, 0.48, 540.98
60385.0, 5.82, 3170.74, 4.40, 3557.84, 0.48, 541.46
60386.0, 6.83, 3177.57, 3.36, 3561.19, 0.48, 541.94
60387.0, 7.71, 3185.28, 2.44, 3563.63, 0.48, 542.42
60388.0, 8.46, 3193.74, 1.65, 3565.29, 0.48, 542.90
60389.0, 9.09, 3202.84, 0.99, 3566.28, 0.48, 543.38
60390.0, 10.27, 3213.10, 0.42, 3566.70, 1.12, 544.50
60391.0, 10.65, 3223.76, 0.00, 3566.70, 1.12, 545.62
60392.0, 10.62, 3234.37, 0.00, 3566.70, 1.12, 546.75
60394.0, 10.55, 3244.92, 0.00, 3566.70, 1.13, 547.88
60395.0, 10.51, 3255.44, 0.00, 3566.70, 1.13, 549.01
60396.0, 10.48, 3265.92, 0.00, 3566.70, 1.13, 550.14
60397.0, 9.11, 3275.02, 1.34, 3568.03, 1.13, 551.27
60398.0, 8.08, 3283.11, 2.33, 3570.36, 1.13, 552.41
60399.0, 7.03, 3290.14, 3.35, 3573.71, 1.14, 553.54
60400.0, 5.96, 3296.10, 4.38, 3578.08, 1.14, 554.68
60401.0, 4.93, 3301.03, 5.37, 3583.45, 1.14, 555.82
60402.0, 3.98, 3305.02, 6.29, 3589.74, 1.14, 556.97
60403.0, 3.14, 3308.15, 7.10, 3596.84, 1.15, 558.11
60404.0, 1.15, 3309.30, 9.05, 3605.89, 1.15, 559.26
60405.0, 1.15, 3310.45, 9.01, 3614.91, 1.15, 560.41
60406.0, 1.15, 3311.61, 8.98, 3623.88, 1.15, 561.57
60407.0, 1.16, 3312.77, 8.94, 3632.82, 1.16, 562.72
60408.0, 1.16, 3313.93, 8.90, 3641.73, 1.16, 563.88
60409.0, 1.16, 3315.09, 8.86, 3650.59, 1.16, 565.05
60410.0, 1.17, 3316.25, 8.83, 3659.42, 1.17, 566.21
60411.0, 1.17, 3317.42, 8.79, 3668.21, 1.17, 567.38
60412.0, 1.17, 3318.59, 8.75, 3676.96, 1.17, 568.55
60413.0, 1.17, 3319.77, 8.71, 3685.67, 1.17, 569.73
60414.0, 1.18, 3320.95, 8.68, 3694.35, 1.18, 570.90
60415.0, 6.73, 3327.68, 3.09, 3697.44, 1.18, 572.08
60416.0, 7.42, 3335.09, 2.37, 3699.81, 1.18, 573.27
60417.0, 7.99, 3343.08, 1.76, 3701.57, 1.19, 574.46
60418.0, 8.47, 3351.55, 1.24, 3702.82, 1.19, 575.65
60419.0, 8.90, 3360.46, 0.78, 3703.60, 1.20, 576.85
60420.0, 9.65, 3370.11, 0.00, 3703.60, 1.20, 578.05
60421.0, 9.62, 3379.73, 0.00, 3703.60, 1.20, 579.25
60422.0, 9.58, 3389.31, 0.00, 3703.60, 1.21, 580.46
60423.0, 9.55, 3398.86, 0.00, 3703.60, 1.21, 581.67
60425.0, 9.48, 3408.34, 0.00, 3703.60, 1.22, 582.89
60426.0, 8.62, 3416.96, 0.83, 3704.43, 1.22, 584.11
60427.0, 7.55, 3424.51, 1.87, 3706.30, 1.23, 585.34
60428.0, 6.51, 3431.02, 2.88, 3709.18, 1.23, 586.57
60429.0, 5.54, 3436.56, 3.81, 3712.99, 1.24, 587.80
60430.0, 4.68, 3441.24, 4.64, 3717.63, 1.24, 589.04
60431.0, 3.93, 3445.17, 5.36, 3722.99, 1.24, 590.29
60432.0, 3.29, 3448.46, 5.97, 3728.96, 1.25, 591.54
60433.0, 1.25, 3449.71, 7.98, 3736.94, 1.25, 592.79
60434.0, 1.26, 3450.97, 7.94, 3744.88, 1.26, 594.05
60435.0, 1.26, 3452.23, 7.91, 3752.78, 1.26, 595.31
60436.0, 1.27, 3453.50, 7.87, 3760.65, 1.27, 596.58
60437.0, 1.27, 3454.77, 7.84, 3768.49, 1.27, 597.85
60438.0, 1.28, 3456.05, 7.80, 3776.29, 1.28, 599.12
60439.0, 1.28, 3457.33, 7.77, 3784.06, 1.28, 600.40
60440.0, 1.28, 3458.61, 7.74, 3791.80, 1.28, 601.69
60441.0, 1.29, 3459.90, 7.70, 3799.50, 1.29, 602.98
60442.0, 1.29, 3461.19, 7.67, 3807.17, 1.29, 604.27
60443.0, 1.30, 3462.49, 7.64, 3814.81, 1.30, 605.57
60444.0, 5.65, 3468.14, 3.26, 3818.07, 1.30, 606.87
60445.0, 6.17, 3474.32, 2.71, 3820.78, 1.31, 608.18
60446.0, 6.63, 3480.94, 2.23, 3823.01, 1.31, 609.49
60447.0, 7.04, 3487.98, 1.79, 3824.80, 1.32, 610.81
60448.0, 7.42, 3495.40, 1.38, 3826.18, 1.32, 612.13
60449.0, 7.81, 3503.21, 0.97, 3827.16, 1.32, 613.45
60450.0, 8.21, 3511.42, 0.55, 3827.70, 1.33, 614.78
60451.0, 8.73, 3520.16, 0.00, 3827.70, 1.33, 616.12
60452.0, 8.71, 3528.87, 0.00, 3827.70, 1.34, 617.45
60453.0, 8.69, 3537.55, 0.00, 3827.70, 1.34, 618.80
60455.0, 8.65, 3546.20, 0.00, 3827.70, 1.35, 620.15
60456.0, 7.32, 3553.52, 1.30, 3829.01, 1.35, 621.50
60457.0, 6.43, 3559.95, 2.18, 3831.19, 1.36, 622.86
60458.0, 5.65, 3565.60, 2.93, 3834.12, 1.36, 624.22
60459.0, 4.99, 3570.59, 3.57, 3837.69, 1.37, 625.58
60460.0, 4.42, 3575.01, 4.13, 3841.82, 1.37, 626.95
60461.0, 3.90, 3578.91, 4.64, 3846.46, 1.37, 628.33
60462.0, 1.38, 3580.28, 7.14, 3853.60, 1.38, 629.70
60463.0, 1.38, 3581.66, 7.12, 3860.72, 1.38, 631.08
60464.0, 1.38, 3583.04, 7.10, 3867.82, 1.38, 632.46
60465.0, 1.38, 3584.43, 7.09, 3874.91, 1.38, 633.85
60466.0, 1.39, 3585.81, 7.07, 3881.98, 1.39, 635.23
60467.0, 1.39, 3587.20, 7.05, 3889.03, 1.39, 636.62
60468.0, 1.39, 3588.60, 7.04, 3896.07, 1.39, 638.02
60469.0, 1.39, 3589.99, 7.03, 3903.10, 1.39, 639.41
60470.0, 1.40, 3591.39, 7.01, 3910.11, 1.40, 640.81
60471.0, 1.40, 3592.79, 7.00, 3917.12, 1.40, 642.21
60472.0, 1.40, 3594.19, 6.99, 3924.11, 1.40, 643.61
60473.0, 1.40, 3595.59, 6.98, 3931.09, 1.40, 645.01
60474.0, 4.81, 3600.40, 3.56, 3934.65, 1.40, 646.41
60475.0, 5.21, 3605.62, 3.16, 3937.81, 1.41, 647.82
60476.0, 5.60, 3611.22, 2.76, 3940.58, 1.41, 649.23
60477.0, 6.00, 3617.22, 2.36, 3942.94, 1.41, 650.63
60478.0, 6.43, 3623.65, 1.93, 3944.87, 1.41, 652.04
60479.0, 6.92, 3630.57, 1.44, 3946.31, 1.41, 653.45
60480.0, 7.48, 3638.05, 0.87, 3947.18, 1.41, 654.86
60481.0, 8.35, 3646.40, 0.00, 3947.18, 1.41, 656.27
60482.0, 8.35, 3654.76, 0.00, 3947.18, 1.41, 657.68
60484.0, 8.36, 3663.11, 0.00, 3947.18, 1.41, 659.09
60485.0, 7.71, 3670.82, 0.65, 3947.83, 1.41, 660.50
60486.0, 7.01, 3677.83, 1.35, 3949.18, 1.41, 661.90
60487.0, 6.41, 3684.23, 1.96, 3951.14, 1.41, 663.31
60488.0, 5.88, 3690.11, 2.49, 3953.63, 1.41, 664.72
60489.0, 5.39, 3695.50, 2.99, 3956.62, 1.40, 666.12
60490.0, 4.91, 3700.41, 3.48, 3960.10, 1.40, 667.52
60491.0, 1.40, 3701.81, 6.99, 3967.09, 1.40, 668.92
60492.0, 1.40, 3703.21, 7.00, 3974.09, 1.40, 670.32
60535.0, 4.30, 3707.51, 5.07, 3979.16, 1.23, 671.56
60536.0, 5.01, 3712.52, 4.39, 3983.55, 1.23, 672.79
60537.0, 5.86, 3718.38, 3.58, 3987.13, 1.23, 674.01
60538.0, 6.86, 3725.24, 2.60, 3989.73, 1.22, 675.23
60539.0, 8.00, 3733.24, 1.50, 3991.23, 1.22, 676.45
60540.0, 9.53, 3742.77, 0.00, 3991.23, 1.21, 677.66
60541.0, 9.56, 3752.34, 0.00, 3991.23, 1.21, 678.87
60542.0, 9.60, 3761.93, 0.00, 3991.23, 1.21, 680.08
60544.0, 9.66, 3771.60, 0.00, 3991.23, 1.20, 681.28
60545.0, 8.90, 3780.49, 0.80, 3992.03, 1.19, 682.47
60546.0, 8.37, 3788.86, 1.36, 3993.39, 1.19, 683.66
60547.0, 7.78, 3796.64, 1.98, 3995.37, 1.19, 684.85
60548.0, 7.11, 3803.75, 2.69, 3998.06, 1.18, 686.03
60549.0, 6.33, 3810.08, 3.50, 4001.56, 1.18, 687.21
60550.0, 1.18, 3811.26, 8.69, 4010.25, 1.18, 688.39
60551.0, 1.17, 3812.43, 8.72, 4018.97, 1.17, 689.56
60552.0, 1.17, 3813.60, 8.76, 4027.73, 1.17, 690.73
60553.0, 1.17, 3814.77, 8.80, 4036.53, 1.17, 691.90
60554.0, 1.16, 3815.93, 8.84, 4045.37, 1.16, 693.07
60555.0, 1.16, 3817.10, 8.87, 4054.24, 1.16, 694.23
60556.0, 1.16, 3818.25, 8.91, 4063.15, 1.16, 695.39
60557.0, 1.16, 3819.41, 8.95, 4072.10, 1.16, 696.54
60558.0, 1.15, 3820.56, 8.98, 4081.08, 1.15, 697.70
60559.0, 1.15, 3821.71, 9.02, 4090.10, 1.15, 698.85
60560.0, 1.15, 3822.86, 9.06, 4099.16, 1.15, 700.00
60561.0, 1.15, 3824.01, 9.09, 4108.26, 1.15, 701.14
60562.0, 1.14, 3825.15, 9.13, 4117.39, 1.14, 702.29
60563.0, 3.45, 3828.61, 6.85, 4124.24, 1.14, 703.43
60564.0, 4.23, 3832.83, 6.12, 4130.36, 1.14, 704.57
60565.0, 5.15, 3837.98, 5.23, 4135.59, 1.14, 705.70
60566.0, 6.20, 3844.18, 4.21, 4139.80, 1.13, 706.84
60567.0, 7.37, 3851.55, 3.08, 4142.87, 1.13, 707.97
60568.0, 8.59, 3860.14, 1.89, 4144.76, 1.13, 709.10
60569.0, 9.83, 3869.97, 0.69, 4145.45, 1.13, 710.23
60570.0, 10.55, 3880.52, 0.00, 4145.45, 1.13, 711.36
60572.0, 10.62, 3891.14, 0.00, 4145.45, 1.12, 712.48
60573.0, 10.65, 3901.79, 0.00, 4145.45, 1.12, 713.60
60574.0, 10.12, 3911.91, 0.56, 4146.01, 1.12, 714.73
60575.0, 8.83, 3920.73, 1.25, 4147.27, 0.48, 715.21
60576.0, 8.07, 3928.80, 2.05, 4149.32, 0.48, 715.69
60577.0, 7.20, 3936.00, 2.95, 4152.27, 0.48, 716.17
60578.0, 6.23, 3942.23, 3.95, 4156.22, 0.48, 716.65
60579.0, 0.48, 3942.71, 9.74, 4165.96, 0.48, 717.13
60580.0, 0.48, 3943.19, 9.77, 4175.73, 0.48, 717.61
60581.0, 0.48, 3943.66, 9.81, 4185.54, 0.48, 718.09
60582.0, 0.48, 3944.14, 9.84, 4195.38, 0.48, 718.56
60583.0, 0.48, 3944.62, 9.87, 4205.26, 0.48, 719.04
60584.0, 0.48, 3945.10, 9.91, 4215.16, 0.48, 719.52
60585.0, 0.48, 3945.57, 9.94, 4225.11, 0.48, 719.99
60586.0, 0.48, 3946.05, 9.98, 4235.08, 0.48, 720.47
60587.0, 0.48, 3946.53, 10.01, 4245.09, 0.48, 720.95
60588.0, 0.48, 3947.00, 10.04, 4255.13, 0.48, 721.42
60589.0, 0.48, 3947.48, 10.07, 4265.21, 0.48, 721.90
60590.0, 0.48, 3947.96, 10.11, 4275.32, 0.48, 722.38
60591.0, 0.48, 3948.43, 10.14, 4285.46, 0.48, 722.85
60592.0, 0.48, 3948.91, 10.17, 4295.63, 0.48, 723.33
60593.0, 3.94, 3952.85, 6.74, 4302.36, 0.48, 723.80
60594.0, 5.03, 3957.88, 5.68, 4308.04, 0.48, 724.28
60595.0, 6.19, 3964.07, 4.55, 4312.60, 0.48, 724.76
60596.0, 7.38, 3971.45, 3.40, 4315.99, 0.48, 725.23
60597.0, 8.57, 3980.03, 2.23, 4318.23, 0.48, 725.71
60598.0, 9.77, 3989.80, 1.07, 4319.29, 0.48, 726.18
60599.0, 10.87, 4000.67, 0.00, 4319.29, 0.48, 726.66
60600.0, 10.90, 4011.56, 0.00, 4319.29, 0.48, 727.14
60602.0, 10.96, 4022.52, 0.00, 4319.29, 0.48, 727.61
60603.0, 10.55, 4033.07, 0.44, 4319.73, 0.48, 728.09
